year,month,day,hour,season,is_weekend,station_type,temperature_C,humidity_pct,wind_speed_kmh,rainfall_mm,traffic_density,vehicles_per_km2,industrial_proximity,population_density,green_cover_pct,PM2_5,PM10,NO2,SO2,CO,O3,Benzene,Toluene,dew_point_C,atm_pressure_hpa,visibility_km,wind_direction_deg,solar_radiation_wm2,cloud_cover_pct,road_dust_index,construction_activity_index,uv_index,pollen_count,mixing_layer_height_m,boundary_layer_temp_C,soil_moisture_index,aerosol_optical_depth,black_carbon_ugm3,organic_carbon_ugm3,secondary_organic_aerosol,nitrate_ugm3,sulfate_ugm3,ammonium_ugm3,methane_ppm,formaldehyde_ugm3,xylene_ugm3,heavy_metal_index,lead_ngm3,arsenic_ngm3,noise_level_db,light_pollution_index,waste_burning_index,crop_burning_index,diesel_generator_index,two_wheeler_density,power_plant_proximity,AQI
2019,7,24,0,Monsoon,0,Residential,13.9,55.4,1.4,0.91,29.0,371.0,1.6,124.0,13.1,72.0,107.9,42.2,15.9,1.44,69.3,3.35,7.14,7.5,1009.9,13.3,-0.2259,-0.0498,0.4803,-0.6225,0.9778,0.4294,-0.5032,-0.4004,-0.6853,1.0569,0.9656,-1.1105,-0.4278,0.3445,0.0731,-0.3727,0.7432,0.2862,0.2349,-0.4562,-1.066,-1.2685,0.2472,0.3924,0.7346,1.3932,0.2908,0.2174,0.9573,-0.6213,134.1
2021,5,14,22,Spring,0,Background,12.3,77.7,18.0,3.24,68.2,819.0,6.7,87.0,1.7,178.3,,108.9,49.5,3.36,46.8,7.82,16.1,8.2,1009.6,10.4,-1.7864,-0.9681,-0.6742,-0.3226,0.794,0.178,-0.6249,-0.2204,-0.1651,-1.8075,0.5174,-2.0815,0.825,-0.1301,-0.956,0.5991,-0.24,0.9116,0.2611,0.7507,-0.0153,-1.3314,-0.2404,-0.5266,-0.1622,0.7261,-0.5451,-0.3678,-0.2537,0.0446,219.5
2021,8,26,23,Monsoon,1,Industrial,17.4,83.8,9.3,1.51,50.5,626.0,2.7,86.0,18.7,103.1,163.3,61.7,31.4,1.82,71.3,4.48,9.32,12.3,1006.3,12.1,-0.5828,0.5166,-1.201,-0.1652,0.5201,1.3294,0.8547,-0.4938,-1.7493,-0.0387,-0.4151,-0.1329,0.2589,1.7102,-0.8335,-1.6618,0.3233,-1.0358,-0.0075,0.2732,0.8033,-0.5194,1.6897,-0.1061,0.7583,-1.2292,0.2046,-0.744,-1.3321,0.4557,173.6
2023,10,5,17,Autumn,1,Traffic,42.4,72.1,2.3,2.31,106.0,1265.0,7.1,123.0,8.7,261.9,400.4,162.1,75.6,5.09,51.8,11.94,25.24,26.8,1000.0,8.0,-0.1136,-1.1665,0.0428,-0.8318,-0.3645,0.4995,1.3752,0.3249,1.0709,0.611,0.2832,0.5452,-0.9658,0.5984,-1.6833,-0.3634,-0.9576,0.9904,1.9678,-0.5046,1.643,-0.0501,1.1219,0.6747,-1.1741,-2.3022,0.454,-0.1429,0.4011,-0.3457,350.0
2022,1,9,8,Winter,1,Residential,45.0,59.4,0.5,1.95,50.8,608.0,4.8,77.0,8.6,147.1,216.4,86.6,41.1,2.89,68.9,6.72,13.68,29.6,998.4,11.1,-1.4872,-0.2271,-1.0517,0.1837,0.7583,0.2798,-1.4438,0.0887,-0.3763,1.1297,0.5381,0.0971,-1.2759,-0.8942,0.9282,-1.1439,-0.1321,2.2907,1.1141,1.3813,0.1799,0.7563,0.7721,-1.129,0.0641,-1.3233,-0.6015,-0.9556,1.2073,0.4067,304.1
2021,10,14,9,Autumn,0,Residential,27.8,60.9,9.4,0.33,103.0,1238.0,1.5,79.0,15.1,182.8,271.3,107.5,52.5,3.91,66.3,8.16,16.88,19.7,1004.7,10.3,1.1952,0.7392,-1.602,-0.1647,1.671,0.1609,-0.6068,-0.9246,0.4531,0.3745,1.1252,-0.1715,1.1726,0.637,0.758,-0.5449,-0.7155,1.1403,0.8996,2.0911,0.4808,0.2701,-0.1722,0.764,1.266,-0.3452,1.2908,-0.4353,1.3804,1.4778,221.5
2022,3,19,22,Spring,1,Residential,27.3,64.7,6.8,3.73,50.1,591.0,3.4,73.0,9.0,111.2,165.3,63.8,31.0,2.39,70.8,4.92,10.39,19.5,1004.4,11.8,-0.5855,-0.2009,2.0159,0.3933,-0.9108,0.0726,0.1041,-0.5415,-0.617,-0.1964,0.2584,0.7137,0.7466,0.7723,-0.1729,0.2863,-0.1624,-1.6617,-0.7083,1.9868,-1.3436,-0.9052,0.9911,-0.5681,-0.2757,-0.4278,1.4022,-0.188,-0.4563,1.0947,201.9
2020,12,17,14,Winter,0,Traffic,23.0,83.9,4.1,0.44,84.3,1015.0,1.1,92.0,20.0,165.0,249.2,103.8,46.2,3.26,57.3,7.45,15.42,15.6,1006.4,9.6,-1.9466,1.3786,2.059,2.1311,-0.2001,-1.1372,-0.9806,0.6596,-1.1205,-2.3291,2.7726,0.2664,0.9038,0.9679,0.1316,1.5568,0.7726,0.1695,0.3972,-0.2852,-0.611,0.191,-0.9913,-0.0335,-0.3294,1.0668,1.6386,-0.2752,0.1449,0.46,199.5
2023,2,20,3,Winter,0,Traffic,17.6,67.6,3.6,5.38,71.3,863.0,8.1,72.0,16.6,227.6,336.4,138.1,61.1,4.62,54.5,9.97,21.39,12.9,1007.8,8.9,-0.3315,0.3883,0.5549,0.6635,-0.4837,-0.4656,1.2276,-0.1487,0.6727,0.3253,-0.3461,0.415,-0.1903,-0.3075,-0.4619,-0.1887,-0.4922,0.691,-0.6897,1.3112,-2.8388,0.1239,0.9292,0.3283,-1.0104,1.0399,1.2414,1.0223,0.3925,-1.0591,269.6
2022,3,21,16,Spring,1,Residential,38.4,67.8,2.0,0.58,61.5,751.0,1.6,105.0,15.9,106.4,157.4,68.1,27.4,1.98,79.1,4.48,8.96,25.9,1002.6,12.5,1.1633,-0.2355,-1.3789,1.0362,-0.5975,1.0544,1.5648,-2.2637,1.5175,0.8512,2.2743,-0.0118,-1.1785,0.5283,-1.0384,-1.2603,-0.0901,0.9748,-1.6588,-1.2318,-0.6774,0.0548,-0.641,0.6987,-1.2785,0.8914,0.0913,-0.8015,0.9566,-0.9001,265.7
2020,6,14,21,Monsoon,1,Residential,42.9,,8.9,2.65,45.2,547.0,1.0,87.0,5.3,85.9,130.6,50.6,23.7,1.77,91.8,4.13,8.51,26.3,1000.8,11.3,-0.1658,0.875,-0.0511,0.6016,-0.7095,-0.4528,-2.1826,-1.0642,0.5238,0.3047,-1.9023,-0.2045,0.9596,-0.406,0.6401,-0.5457,-1.0746,0.2744,0.3272,1.3065,-0.7054,-1.0218,0.5957,0.404,1.3478,-0.7893,1.5587,-1.402,-0.539,-0.67,272.7
2021,11,5,3,Autumn,0,Residential,18.0,59.1,28.2,0.67,73.1,878.0,1.3,106.0,16.0,93.2,136.3,51.7,28.4,1.95,75.8,4.04,8.48,11.7,1008.4,13.0,0.1187,0.0823,0.9486,-1.1515,0.4622,0.3951,0.2021,-1.5649,0.4121,0.6175,0.22,0.0391,-0.3799,-0.3763,-0.5942,-0.2997,1.1792,-0.1003,-0.1715,0.055,0.3788,1.3636,2.1874,-1.6077,-0.9232,-0.2028,1.8596,-0.5115,-2.1436,1.1019,108.7
2023,4,3,13,Spring,0,Industrial,25.3,64.6,1.5,0.76,54.0,667.0,9.3,104.0,1.9,206.9,312.1,127.3,60.0,3.89,62.7,,19.69,16.6,1004.7,9.2,-0.7613,1.0018,0.7265,-0.0314,-0.6842,-0.399,1.1538,-0.1618,-0.05,1.1514,-0.5561,-2.3559,-0.5351,0.1228,-0.9279,0.6711,1.3942,0.6014,1.9754,-0.6022,0.1607,0.3206,-0.7316,0.5618,-0.5327,-1.0693,-1.0868,0.3652,-0.2894,0.2664,339.3
2019,8,3,15,Monsoon,1,Background,22.0,95.4,7.3,0.74,47.8,569.0,4.2,77.0,22.0,126.1,193.1,78.4,33.0,2.6,58.0,,11.82,14.9,1005.6,11.7,0.1151,4.3055,1.1139,0.1714,1.2742,2.2867,0.7551,0.6376,-0.0919,-2.2991,-0.6449,0.7241,0.9191,-0.1882,0.3776,2.4792,0.5804,0.1635,-0.4889,0.3909,-2.0637,-1.4915,-0.1773,0.9027,2.3518,0.5701,-1.0821,-0.5304,-0.7062,-2.0019,207.8
2020,5,10,12,Spring,1,Traffic,22.2,48.6,4.4,2.76,101.8,1232.0,3.4,72.0,12.1,201.0,305.9,118.5,56.3,4.07,61.7,8.81,18.19,13.1,1005.8,9.3,-1.1194,-0.5333,-0.5844,-0.029,-0.3417,-1.295,0.6939,-0.03,-0.4557,0.8157,-0.7961,-0.1034,-0.3639,-0.2555,1.2225,1.7885,1.445,-1.6505,-1.3841,0.136,2.2546,-1.1435,-0.5654,0.0345,0.9742,0.5718,0.2645,0.3793,0.0152,0.2984,233.3
2020,11,5,10,Autumn,0,Residential,36.7,49.7,4.7,1.63,78.7,952.0,1.0,81.0,4.4,140.4,212.2,81.3,42.5,2.65,79.1,6.34,12.98,24.1,1000.7,11.7,0.5814,0.2607,-1.9891,-0.5276,-0.7121,-0.8179,-0.8614,1.4151,-1.3375,2.4846,1.179,0.9875,1.609,-0.3831,1.2244,-0.7031,1.3664,0.993,-0.4702,-0.2636,-0.2866,0.9896,0.1195,-0.8693,0.5298,0.0652,-1.2655,-1.1145,-1.9319,-1.2788,221.9
2020,4,19,4,Spring,0,Industrial,14.2,44.5,2.3,4.29,81.1,969.0,9.8,88.0,12.4,264.4,400.1,156.6,75.6,5.54,40.4,11.99,24.53,7.7,1008.5,8.0,-0.1959,-0.6302,1.7753,1.0123,0.0613,-0.2367,-0.3906,0.7334,-0.4946,0.0059,0.7694,-1.4292,0.6137,0.7565,1.252,-0.3307,0.5477,0.2022,-0.2774,-1.465,1.7939,0.1595,2.8656,-0.5348,-0.6925,-0.0579,0.2223,-1.1419,-0.6247,-0.6262,304.1
2019,8,2,7,Monsoon,0,Traffic,30.2,65.7,13.9,0.73,55.2,661.0,7.4,95.0,11.4,165.0,242.9,98.3,46.4,3.39,64.6,7.48,15.96,20.3,1003.2,10.9,0.8976,-0.3746,-0.4984,-0.6037,-1.6583,0.3374,-1.6204,0.6172,0.1,0.6556,1.6015,-0.8183,-1.2938,-1.1956,-0.9367,-1.9399,0.8052,-0.8663,-1.9818,-0.2499,-0.0876,-0.713,1.0235,0.0588,0.3733,0.5935,-1.0655,0.2895,0.0054,0.6901,290.6
2021,1,26,22,Winter,0,Residential,32.6,66.8,5.3,2.36,60.4,721.0,1.3,98.0,15.9,110.8,168.7,66.9,29.5,2.14,76.2,5.33,11.33,19.9,1003.9,11.4,0.3533,0.1541,0.2733,0.4799,-0.4017,0.2068,-0.7029,0.7169,-0.1649,0.3192,-0.4009,0.4036,0.4239,0.9681,1.4694,0.0709,-0.4084,0.2174,-0.8134,3.1096,1.8688,0.479,0.6737,-0.1004,0.1527,-2.0607,-0.4682,0.1091,-0.7723,-0.0163,203.9
2019,8,17,12,Monsoon,0,Traffic,24.7,25.5,6.3,2.8,58.8,693.0,1.0,87.0,15.5,105.7,165.9,64.9,30.2,2.12,61.3,4.5,9.52,14.6,1004.9,13.2,1.264,0.9632,-0.7653,0.991,0.3579,-0.6756,0.0842,1.2038,-0.3304,-0.8132,1.4913,-0.4703,-0.1501,0.4654,0.5093,-0.6422,-0.0857,0.2017,-0.0541,-0.2104,-0.3383,0.5652,0.8579,0.0372,-0.6988,-1.3139,1.8861,0.9679,1.2886,-1.6874,127.8
2022,11,26,7,Autumn,0,Traffic,34.0,77.4,2.9,0.33,73.4,868.0,5.4,73.0,15.2,192.8,,114.4,55.7,3.75,72.3,8.64,18.22,21.2,1002.5,9.7,-0.9787,-0.3633,-0.4832,-1.6392,-1.5326,1.6379,-0.5024,0.6887,0.1918,-0.9089,-0.3603,0.1012,-0.0336,-0.2645,-0.9256,-0.3916,1.4386,-0.221,-1.3386,2.1801,1.2938,-1.1418,0.0646,-0.8927,-0.3573,-2.5899,0.9202,0.0071,0.1958,-0.893,302.2
2022,4,14,10,Spring,1,Traffic,27.3,40.5,1.6,1.02,81.0,962.0,6.3,75.0,12.6,221.6,336.1,139.2,61.7,4.3,50.5,9.7,20.7,16.8,1004.6,8.8,0.9852,-0.0212,-0.2252,0.7479,-0.1268,1.4371,0.9851,-0.0369,-0.3226,-1.4318,-0.3591,-0.9306,-0.8683,1.0147,0.0718,-0.9938,-0.9114,2.7098,0.8144,0.6076,0.7439,0.1064,0.9398,-0.804,1.0357,0.9746,0.5552,-0.3243,0.6034,-1.0927,284.4
2019,9,8,4,Autumn,0,Traffic,37.0,68.1,,1.32,64.2,766.0,4.4,99.0,13.0,184.0,277.8,116.5,52.2,3.61,66.2,8.2,17.43,22.9,1002.9,10.2,-0.5266,-0.6642,1.439,1.7824,-0.3172,-0.4401,-0.0344,-0.1117,-0.7605,-0.144,-0.9214,-0.9048,0.0305,-0.8181,0.9508,0.0058,-1.3964,0.7175,-0.4043,-0.108,-0.4514,0.3262,0.2527,-0.3852,0.5211,1.8593,-0.0388,-1.6892,-0.5413,-0.6704,287.8
2020,5,13,3,Spring,0,Residential,12.3,62.3,10.0,0.88,45.2,519.0,7.4,74.0,9.7,137.6,,83.5,36.8,3.04,70.4,6.02,12.81,8.4,1007.7,12.2,-0.7897,1.6467,-0.5803,1.5116,-1.042,0.2735,1.1688,0.2992,0.4465,0.9045,-0.2048,0.14,-1.7169,-0.6181,0.0749,0.0888,-0.5148,0.7446,-0.3226,-1.3165,0.7902,-0.2937,-0.3739,0.595,1.4342,0.3188,-0.5522,-2.1317,0.6469,-0.3944,173.3
2020,10,28,10,Autumn,1,Traffic,22.9,18.0,1.7,0.78,84.0,1001.0,3.9,100.0,7.3,187.5,276.8,113.5,53.6,3.55,54.6,,18.65,15.2,1006.5,10.5,-0.3399,-1.9509,-1.4812,0.7657,0.5649,-0.8653,0.4644,0.0027,0.8624,-0.3264,-0.6034,-0.7262,0.7391,0.4424,-1.4706,-1.0786,-1.4102,0.285,1.0028,-1.386,1.6198,1.3035,-0.0896,-1.286,-0.1959,-0.0881,-0.8417,-0.075,-0.8689,-2.0613,183.2
2023,5,4,0,Spring,0,Industrial,25.4,18.0,9.4,2.32,65.8,798.0,1.9,101.0,27.9,122.7,180.5,71.8,34.1,2.43,70.6,67.49223438885922,11.45,16.2,1006.0,11.6,-1.65,1.0058,1.4341,-1.8041,0.9517,0.1195,0.5796,-1.4453,-1.233,-1.0738,-0.7485,-1.0545,0.5264,0.3685,-1.4953,0.9565,-0.7401,-2.5098,1.1689,-0.7269,0.2412,0.2568,-0.5004,0.0751,0.263,0.3007,-1.0494,1.2405,-2.1024,1.6186,106.6
2022,3,14,4,Spring,0,Residential,5.0,39.8,4.0,0.49,29.0,374.0,7.8,122.0,13.0,141.4,217.8,88.4,38.2,2.7,57.2,6.2,13.06,3.0,1011.9,11.1,1.4507,1.169,-0.058,0.4669,1.2095,0.8153,0.7551,-0.0632,0.3002,0.0525,0.5027,-2.0232,-0.7862,1.4739,2.3751,-1.1993,-0.7054,1.4979,-0.5081,-2.7068,-1.2051,-2.4576,-1.5228,0.3925,-1.0226,-0.4191,0.7423,-0.4261,-0.7832,0.3013,209.6
2023,2,7,3,Winter,1,Industrial,16.2,81.2,4.3,2.47,11.6,130.0,1.8,77.0,11.5,34.7,45.1,21.5,11.8,0.66,86.9,1.59,3.12,8.9,1007.9,13.6,1.2493,0.3524,-0.736,1.0796,-0.2777,0.4495,0.509,0.0173,0.1106,1.1105,1.3802,-0.2632,1.3971,0.7462,0.2001,1.426,-0.9378,-0.1647,1.7255,0.3488,0.8438,-0.2641,-1.232,-1.0917,-0.8492,0.9984,-0.2365,1.4616,1.1076,1.0181,134.4
2021,2,23,6,Winter,0,Residential,18.7,26.3,5.1,5.47,72.4,859.0,3.2,81.0,2.3,150.8,219.2,86.3,44.7,3.15,61.9,6.71,13.52,12.2,1007.7,11.0,0.7196,0.4811,-1.3711,0.7061,-1.3844,-0.2737,-1.9048,-0.6903,1.2368,0.8276,-1.4933,0.2366,-0.0278,1.7765,0.2672,-2.8195,0.1374,1.0118,-2.6123,-0.732,1.8743,-2.1911,-1.3511,-0.3782,2.4309,-1.0887,-0.4735,0.191,0.6757,-0.0832,132.4
2019,1,6,18,Winter,0,Residential,34.5,80.0,3.7,1.67,44.3,550.0,4.3,37.0,11.2,127.6,195.3,74.8,32.0,2.6,64.4,5.82,,22.7,1002.2,11.6,-0.0691,2.2057,-0.3022,1.2409,-0.6549,1.1156,1.638,0.6505,0.7456,0.7326,-0.5378,-0.9162,0.2187,2.41,-0.1364,-0.0375,-0.0297,-1.2615,0.7301,-0.693,1.3289,1.9732,0.0643,-1.544,-1.879,-1.3482,-0.1912,0.6596,-1.1126,0.6709,279.7
2019,1,13,17,Winter,0,Industrial,19.6,28.2,0.8,1.89,75.8,907.0,3.0,67.0,9.0,173.2,250.5,104.1,47.6,3.5,49.8,7.78,16.53,13.0,1006.7,10.7,-1.113,-0.0664,-0.4749,-1.437,0.7508,-1.6263,-1.589,-1.4138,0.3303,0.7403,-0.1848,-0.2596,0.6523,-0.3348,0.8651,-1.915,-0.4673,-0.0889,-0.0812,-1.3542,0.0324,0.7902,0.3196,0.0619,-0.8815,-0.6513,0.3356,1.7053,1.4464,-0.6764,193.5
2022,8,6,7,Monsoon,0,Residential,18.6,20.7,3.0,0.14,45.6,551.0,8.4,67.0,6.8,178.7,269.6,110.5,48.8,3.54,55.4,8.06,16.77,11.7,1007.1,10.8,-0.2755,-0.4347,-0.3827,-0.103,2.7258,-0.2483,-0.2764,-0.1761,0.7013,1.3584,0.5228,1.433,-0.816,0.2893,-0.928,-0.8477,-1.6367,0.6779,0.0203,0.7606,-0.4496,0.5254,-0.9224,-1.016,0.8389,-0.9241,-0.5891,1.0948,1.6714,0.2388,229.9
2019,12,18,4,Winter,0,Residential,33.4,,8.7,4.0,68.3,837.0,6.9,99.0,5.7,184.1,268.7,103.3,51.2,3.66,57.2,8.42,17.58,22.9,1002.9,10.5,0.5512,1.5999,-1.0921,1.1148,-0.3444,-1.0351,-0.3547,0.7602,2.7273,-0.4562,1.177,0.5327,-0.8922,0.5731,0.283,0.572,-0.3601,-0.5895,0.8565,-0.6944,1.0773,0.1121,-0.4936,-1.377,-2.0774,-0.3081,-1.0195,-0.2179,-0.4999,0.0262,319.0
2020,5,21,3,Spring,0,Traffic,11.4,59.4,8.8,0.67,55.5,670.0,1.9,128.0,8.5,109.4,,66.7,31.7,2.27,54.2,4.76,,6.9,1008.5,12.2,1.4877,-1.195,-0.7727,0.5339,0.0071,0.029,0.0055,-0.3064,-0.3013,-0.2056,-0.9177,1.4088,0.0378,0.8023,0.2073,-1.2336,1.5021,-2.7145,-0.8027,-1.6088,-0.8133,-0.2831,-0.3865,-0.5475,-1.1236,-1.0067,-0.5779,0.8456,0.8917,1.2813,140.5
2020,11,19,23,Autumn,0,Residential,7.4,28.3,2.7,1.91,108.8,1309.0,8.3,101.0,22.4,300.1,449.5,180.0,80.0,6.05,33.1,13.6,28.03,4.7,1010.4,,-0.5329,0.8874,1.303,0.707,0.6356,0.0972,1.0821,-0.6653,0.4475,-0.632,0.1429,-0.0314,0.496,-0.262,0.7583,-1.1283,-0.1981,0.0341,-1.4562,0.2946,-0.7848,-1.4127,-0.0599,1.5057,1.2618,1.013,0.2831,0.0553,1.0019,-0.7096,264.4
2020,1,7,2,Winter,0,Traffic,22.7,38.4,4.9,7.74,88.8,1067.0,1.0,110.0,5.0,168.6,261.0,99.6,49.2,3.51,67.2,7.71,16.41,15.1,1005.9,10.9,0.1308,-0.8964,0.2774,-0.295,-0.6668,1.909,0.0452,-0.1021,-0.9005,-1.3519,-0.1155,-0.4915,2.2161,-0.9182,0.5009,-0.3457,1.3693,-0.595,-2.0452,0.1915,2.3765,-0.242,-3.3234,-0.7767,-0.2659,-2.3647,0.5808,-0.1033,0.9304,0.4581,172.8
2019,11,17,4,Autumn,0,Residential,13.0,65.5,1.7,1.81,98.7,1193.0,1.0,72.0,11.9,177.1,260.7,105.0,48.1,3.59,55.4,7.95,,7.6,1008.6,10.7,0.8941,-0.4229,0.4847,-0.5102,1.3508,0.9812,1.6475,-0.493,-0.4447,-0.5999,0.3509,-0.1066,0.4821,-0.8881,-0.6979,-1.0174,0.4766,-1.3373,0.061,0.5144,-0.2034,-0.4263,-0.468,-1.5624,0.6347,0.9693,1.0721,-0.3871,-1.5726,-2.0036,222.9
2021,5,11,16,Spring,0,Traffic,13.3,53.3,1.9,2.58,65.6,787.0,10.0,62.0,14.7,226.6,338.6,139.0,61.8,4.47,47.8,10.37,21.77,9.0,1008.6,9.5,0.2509,-1.0154,1.074,-0.1224,0.5241,-0.7384,2.9048,-0.3402,0.8649,-0.0606,1.0663,-1.6447,-0.4273,-0.2016,-1.932,-0.0273,1.578,0.3096,-0.4515,-0.4701,-0.2111,-0.308,0.4826,0.1202,2.1642,-0.2094,0.5788,0.4738,-0.4626,-1.054,297.9
2023,3,7,7,Spring,1,Traffic,31.2,71.2,0.5,1.18,85.6,1043.0,6.9,83.0,4.2,242.1,364.3,145.2,68.6,5.03,49.1,11.0,23.1,19.3,1002.7,8.7,0.3156,-1.2338,0.3126,-0.144,-1.2487,-1.4518,-1.1435,0.7724,-1.6545,-0.3324,-1.1722,0.4672,2.1278,0.7508,1.8412,-1.5928,0.3249,0.9625,0.2685,2.1313,-0.2894,-0.0394,-0.3866,0.5878,0.797,-1.3772,-0.2714,-1.2685,-0.2361,-0.6622,350.0
2021,4,26,16,Spring,0,Industrial,33.9,53.9,18.2,0.12,67.3,808.0,1.2,74.0,4.6,94.5,135.7,49.4,29.2,1.54,86.3,4.09,8.54,22.5,1002.5,12.0,-0.8813,-0.8954,-0.7319,-0.5264,-0.0708,-0.5991,-0.819,-1.046,1.0607,-1.5461,-0.7465,0.7287,1.2962,-0.5826,-0.7768,-0.3115,1.3011,-0.5846,-0.58,-0.1873,-0.6247,-0.1679,-1.0793,0.3635,0.3588,-0.2323,-0.8485,1.8901,0.7449,0.9407,166.6
2020,11,15,23,Autumn,0,Background,33.1,77.8,1.9,,101.7,1230.0,2.6,69.0,3.6,201.2,298.1,120.5,57.1,4.04,52.0,8.57,18.2,21.3,1003.1,10.1,1.1324,-0.7895,-2.2994,-2.3223,-0.932,-0.8725,-1.725,1.6928,1.0373,-0.2045,1.131,0.1039,-0.6555,1.2849,-0.3094,-0.135,0.4947,0.5792,0.2978,0.4031,-0.2021,-0.4793,-0.4061,0.313,2.184,-0.8777,-0.9497,0.1198,1.1994,0.4807,297.3
2020,2,8,16,Winter,0,Residential,36.0,39.4,2.1,0.07,,746.0,2.6,93.0,18.0,136.7,210.8,83.7,38.4,3.05,82.3,6.18,12.76,20.5,1002.5,11.6,-0.8345,-0.5074,-0.1851,-0.5943,0.5663,0.4138,1.249,-0.3452,-0.2259,-1.3494,-0.671,-0.712,-0.8308,-0.9017,0.3003,-1.0466,1.0242,0.7623,0.7869,-0.5821,0.698,-0.2229,-0.8834,-0.001,-1.2018,-2.0086,0.5009,-1.0744,-1.4609,-0.1113,218.9
2020,2,15,7,Winter,1,Residential,37.2,70.6,2.6,2.41,30.1,340.0,6.1,62.0,2.0,117.1,,68.2,31.3,2.38,73.5,5.38,11.19,25.1,1002.0,12.5,0.3819,-0.4561,-0.4949,1.2787,0.3531,-0.1258,0.625,1.0841,-2.4742,-0.0776,0.6954,1.9818,0.2438,1.0843,-1.3719,0.3036,0.1966,0.1143,0.3647,-0.8195,0.1227,0.4696,-1.2643,-0.1713,-0.4599,2.5974,0.7887,-1.6938,-0.8928,-0.2656,294.1
2020,9,12,9,Autumn,0,Background,6.8,37.2,1.1,0.05,15.0,178.0,5.1,106.0,18.4,84.1,122.7,45.2,23.5,1.82,65.4,3.77,8.28,4.1,1009.5,,0.6645,-0.6963,0.2915,0.3695,1.8476,1.7434,0.5623,-0.7363,1.0317,1.1962,-1.114,-0.4809,-1.54,0.4003,0.2006,-2.6457,1.6663,-0.8747,-1.6814,0.2586,-0.4893,2.1032,0.4341,-1.2119,0.4733,-0.0673,-1.1996,1.8938,0.05,-1.2167,143.1
2023,6,11,13,Monsoon,1,Traffic,30.1,65.5,8.2,3.97,106.7,1271.0,8.0,79.0,10.3,270.2,406.4,165.7,74.6,5.15,38.7,12.28,25.65,20.6,1003.7,9.0,1.4843,0.914,-0.6663,-0.5458,0.5039,-0.3287,0.8647,-1.0206,0.7576,-0.7365,-1.1416,-0.6588,-0.5831,0.2408,-0.4615,-1.16,0.845,0.3908,-0.8662,0.5381,0.914,0.6377,-0.6564,0.4848,-0.0792,-0.3442,-0.1471,-0.6147,-0.5762,-2.0869,347.6
2022,3,7,8,Spring,0,Background,21.2,71.5,0.6,0.34,77.0,922.0,1.8,87.0,15.2,144.4,215.2,85.3,37.6,3.11,60.2,6.56,13.89,13.9,1006.7,11.9,1.2672,0.0015,0.6605,0.8767,-1.0286,-0.6207,-0.918,0.1119,0.877,-0.1132,-1.3344,-0.9871,1.2477,-0.3572,-0.325,-1.2699,1.2043,-0.2871,0.4777,-1.1979,1.1541,-0.1132,0.2877,1.4752,1.0677,0.1636,1.6873,-0.5699,-0.0295,1.0357,192.2
2023,1,17,14,Winter,1,Industrial,19.3,40.9,1.2,1.44,78.6,957.0,6.5,90.0,12.8,218.5,326.5,131.7,61.4,4.65,44.9,9.64,20.27,15.3,1007.8,9.9,1.651,-0.1804,-0.053,-0.887,-1.791,-1.9373,1.9878,-0.1657,-1.5339,0.0716,-2.4833,-0.7992,1.6243,0.9543,-0.8104,-0.6218,1.1252,-1.28,-0.0347,0.2627,-0.95,-1.1707,0.5745,-1.0305,0.6166,-2.5726,-0.5678,-0.9259,-0.7265,-0.0772,267.8
2021,1,26,23,Winter,1,Residential,31.0,66.8,8.3,1.82,102.2,1223.0,1.6,78.0,7.4,190.6,291.9,108.5,55.4,3.89,55.9,8.29,17.32,19.0,1002.8,9.6,0.319,-2.472,0.8862,1.3559,0.8366,1.5704,0.2924,2.4663,-0.1094,-0.7561,-0.2228,0.1024,-0.1829,-1.6367,-2.3176,1.1268,1.2872,-0.2513,-0.3554,1.0688,-0.7791,-0.7541,-0.0173,-0.4575,0.8631,-0.3951,0.5698,-0.3886,-0.206,0.6136,240.1
2020,1,4,16,Winter,0,Traffic,10.4,70.1,3.3,1.22,23.7,294.0,4.3,116.0,3.7,89.2,135.0,57.1,24.4,1.8,66.7,3.84,8.25,7.7,1011.0,13.1,-0.9074,0.0043,-0.2525,-0.23,-0.0208,-1.0545,1.3197,-0.302,-0.685,0.1448,0.4471,-0.1482,0.1034,0.6146,0.9339,0.8832,0.8627,-0.2257,-0.6901,-0.644,1.3154,-2.4399,2.8562,0.1206,-0.3211,-0.0743,0.0781,1.5098,0.3277,1.442,203.5
2021,7,6,6,Monsoon,1,Industrial,10.2,69.0,9.8,0.83,56.0,690.0,4.4,53.0,12.6,137.9,210.8,79.0,42.1,2.64,59.7,6.26,13.25,7.2,1009.3,11.1,-1.411,-0.2795,1.2309,0.2663,-0.1825,-0.953,0.3938,-0.42,2.7399,1.1051,0.6757,1.186,-1.2888,-1.5498,-0.0941,0.667,0.4073,-1.0582,1.7815,0.1918,0.452,0.1711,-0.0998,0.4271,0.844,1.384,1.7728,0.2721,2.1726,1.45,150.5
